Gene	Hits	Length
SMIM35	3	71022
STIMATE-MUSTN1	0	64467
ARPIN-AP3S2	5	82392
NT5C1B-RDH14	1	34858
CAHM	0	886
INMT-MINDY4	2	140252
SLX1B-SULT1A4	20	749780
PHOSPHO2-KLHL23	4	57433
FPGT-TNNI3K	26	346221
BLOC1S5-TXNDC5	7	183165
EEF1E1-BLOC1S5	5	89029
RPL17-C18orf32	1	11388
GIMAP1-GIMAP5	3	27093
PMF1-BGLAP	2	30345
LHX4-AS1	0	5019
TLCD4-RWDD3	6	127031
BORCS7-ASMT	2	47689
TMX2-CTNND1	13	106658
SAA2-SAA4	0	17320
ARL2-SNX15	1	26460
HSPB2-C11orf52	1	14136
ST20-MTHFS	3	79560
BLOC1S1-RDH5	0	8709
POC1B-GALNT4	0	6850
FKBP1A-SDCBP2	3	83262
KLRC4-KLRK1	2	37794
ARMCX5-GPRASP2	4	118386
RPL36A-HNRNPH2	5	23251
CORO7-PAM16	2	76711
RAD51L3-RFFL	1	112411
RNASEK-C17orf49	1	5108
TMEM256-PLSCR3	0	14404
ZNF559-ZNF177	3	58392
RPS10-NUDT3	9	138930
ZNF816-ZNF321P	0	35777
HSPE1-MOB4	3	53703
CKLF-CMTM1	1	26573
SYNJ2BP-COX16	5	92010
CHURC1-FNTB	4	148295
MIA-RAB4B	0	25297
RAB4B-EGLN2	1	30223
ZNF625-ZNF20	0	25379
AP1M2	0	14645
NPHP3-ACAD11	11	105999
NDUFC2-KCTD14	2	64505
COMMD3-BMI1	0	15103
INO80B-WBP1	3	5869
MICOS10-NBL1	2	61479
PIR-FIGF	12	145720
ZNF670-ZNF695	3	133267
KRTAP29-1	0	1026
UBE2F-SCLY	9	132468
FXYD6-FXYD2	2	56957
SEC24B-AS1	0	3855
ZNF664-RFLNA	12	342809
ARHGAP19-SLIT1	8	139632
FAM24B-CUZD1	1	47487
PRH1-PRR4	17	325777
DNAAF4-CCPG1	9	143362
TVP23C-CDRT4	9	127614
RBAK-RBAKDN	5	89553
SENP3-EIF4A1	1	17016
P2RX5-TAX1BP3	0	33512
SLMO2-ATP5E	0	14169
APOC4-APOC2	0	7328
LOC100533997	2	24530
TNFAIP8L2-SCNM1	1	13669
HOXA10-HOXA9	0	17824
URGCP-MRPS24	0	40075
HNRNPUL2-BSCL2	3	37124
TM4SF19-DYNLT2B	1	22336
UBA2	0	41531
SAE1	2	79814
FARSB	1	84666
ABCC5	10	98004
ABCB6	0	10687
DNM1L	1	66448
ABCC9	6	144013
ABCF2	1	19395
MIR4464	0	92
MIR2681	0	105
MIR4793	0	87
MIR4680	0	66
MIR4469	0	79
MIR4653	0	83
MIR4695	0	74
MIR4523	0	69
MIR4647	0	80
MIR4731	0	70
MIR4699	0	74
MIR499B	0	73
MIR4787	0	84
MIR4741	0	90
MIR4458	0	75
MIR4763	0	92
MIR548AN	11	190293
MIR4534	0	60
MIR4769	0	77
MIR4720	0	76
MIR4480	0	71
MIR4804	0	73
MIR4726	0	58
MIR4466	0	54
MIR4536-1	0	61
MIR4772	0	78
MIR4779	0	83
MIR4655	0	74
MIR4795	0	89
MIR4530	0	56
MIR4420	0	77
MIR4796	0	81
MIR4722	0	60
MIR4754	0	89
MIR4739	0	74
MIR4719	0	84
MIR203B	0	86
MIR4633	0	79
MIR4708	0	66
MIR4641	0	66
MIR4465	0	70
MIR4514	0	57
MIR4500	0	76
MIR4513	0	86
MIR4490	0	84
MIR4783	0	82
MIR548O2	11	187956
MIR4679-2	0	77
MIR4718	0	51
MIR378D1	0	54
MIR4634	0	54
MIR4734	0	70
MIR4729	0	72
MIR4652	0	78
MIR4439	0	80
MIR4782	0	79
NA	0	74
MIR4709	0	72
MIR3689F	0	66
MIR4437	0	60
MIR4667	0	66
MIR548AL	0	78
MIR4797	0	71
MIR4765	0	77
MIR4736	0	47
MIR4753	0	83
MIR4756	0	78
MIR4519	0	58
MIR4454	0	52
MIR4457	0	68
MIR3529	0	78
MIR4705	0	71
MIR4717	0	72
MIR4673	0	59
MIR4759	0	83
MIR4661	0	74
MIR4799	0	74
MIR4724	0	89
MIR4768	0	74
MIR3960	0	175
MIR4762	0	75
MIR4721	0	89
MIR3975	0	70
MIR4516	0	86
MIR4663	0	76
MIR4733	0	76
MIR4776-1	0	80
MIR4472-1	0	80
MIR4639	0	69
MIR4651	0	73
MIR4422	0	83
MIR451B	0	68
MIR4802	0	80
MIR4522	0	87
MIR4540	0	55
MIR3974	0	96
MIR4503	0	83
MIR4788	0	80
MIR4766	0	76
MIR4489	0	62
MIR4676	0	72
MIR4665	0	79
MIR4475	0	61
MIR4690	0	60
MIR4510	0	68
MIR4740	0	63
MIR4764	0	88
MIR4450	0	65
MIR4710	0	56
MIR4674	0	87
MIR3688-2	0	87
MIR4499	0	69
MIR4666A	0	79
MIR4650-1	0	76
MIR3973	0	107
MIR4478	0	86
MIR4749	0	61
MIR4750	0	56
MIR4781	0	76
MIR4524A	0	69
MIR4777	0	86
MIR4664	0	71
MIR4682	0	80
MIR4482	0	70
MIR1245B	0	68
MIR4460	0	86
MIR4636	0	80
MIR4484	0	83
MIR4424	0	86
MIR4700	0	74
MIR4491	0	66
MIR219B	0	88
MIR4747	0	54
MIR4794	0	75
MIR548AE2	6	145957
MIR4758	0	71
MIR4638	0	68
MIR4677	0	80
MIR3689D2	0	80
MIR4649	0	64
MIR548AI	24	278492
MIR4659A	0	81
MIR4451	0	66
MIR4660	0	74
MIR4670	0	75
MIR4642	0	82
NA	0	51
MIR550A3	0	95
MIR4531	0	47
MIR4774	0	76
MIR3591	0	73
MIR4800	0	80
MIR4730	0	76
MIR2467	0	81
MIR4775	0	75
MIR4533	0	71
MIR4735	0	69
MIR4785	0	73
MIR4743	0	69
MIR4688	0	83
MIR4746	0	71
MIR4659B	0	73
MIR4803	0	74
MIR4784	0	77
MIR4511	0	87
MIR4671	0	73
MIR4456	0	43
MIR4675	0	77
MIR548AC	21	273257
MIR4732	0	76
MIR4654	0	76
MIR3064	0	66
MIR4723	0	81
MIR4427	0	68
MIR4684	0	82
MIR4773-1	0	78
MIR4789	0	82
MIR4712	0	82
MIR4440	0	98
MIR4681	0	72
MIR4436A	0	85
MIR3198-2	0	80
MIR4696	0	70
MIR4691	0	85
MIR4515	0	81
MIR4518	0	83
MIR4521	0	60
MIR4443	0	53
MIR5047	0	100
MIR4692	0	63
MIR4462	0	58
MIR4761	0	82
MIR4535	0	59
MIR4727	0	55
MIR4786	0	80
MIR4773-2	0	78
MIR4434	0	53
MIR4744	0	82
MIR4689	0	70
MIR4703	0	79
MIR4707	0	80
MIR4694	0	80
MIR4672	0	81
MIR4714	0	77
MIR4755	0	72
MIR4801	0	82
MIR4449	0	66
MIR1343	0	84
MIR4632	0	78
MIR4658	0	65
MIR4780	0	81
NA	0	74
MIR4725	0	90
MIR4471	0	83
MIR4693	0	75
MIR4745	0	62
MIR3689E	0	72
MIR4778	0	80
MIR4656	0	75
MIR4520-2	0	54
MIR4742	0	85
MIR4429	0	73
MIR4798	0	75
MIR4776-2	0	80
MIR4432	0	84
MIR4715	0	79
MIR548AD	0	30
MIR4446	0	67
MIR4442	0	64
MIR4635	0	79
MIR4479	0	71
MIR4423	0	80
MIR4685	0	69
MIR4751	0	74
MIR4470	0	72
MIR4698	0	80
MIR4706	0	82
MIR3978	0	101
MIR378F	0	78
MIR4441	0	100
MIR2392	0	84
MIR378E	0	79
CFAP418-AS1	32	541308
NR1H3	0	20734
DIO2-AS1	24	244049
DNM3OS	0	7957
MIR3155B	0	55
COX17	1	7872
PARTICL	0	1420
LOC100630923	2	62822
WDR87BP	0	31474
FAM47E-STBD1	4	59431
LINC00659	0	2736
RAET1E-AS1	1	56011
PYCARD-AS1	0	1568
SPATA8-AS1	0	11333
LOC100652758	0	1716
LOC100652768	0	6302
DSG2-AS1	0	14766
NNT-AS1	1	30046
SNX29P1	0	36571
GS1-24F4.2	2	6900
KIAA2012	10	123909
CACNA1C-AS1	0	15157
LINC01023	0	437
TMCO5B	0	11080
LOC100652999	0	3625
NA	0	4686
CEP295NL	0	12638
SCAMP2	0	29598
RWDD2B	0	13606
CDH9	16	157981
MUC12	2	49327
DPP3	0	29647
SNUPN	2	28296
HUWE1	6	154641
PCAT1	0	7861
HIF1A-AS2	0	2051
PTPRU	0	90298
RBM5-AS1	0	1386
TSSC4	0	3389
ATP9A	4	171595
CDH10	14	157877
PDCD7	1	16458
GPC6	85	1181196
MYZAP	6	115052
USH1C	4	50522
PQBP1	1	5228
MIR5197	0	112
MIR5000	0	103
MIR5583-2	0	59
MIR5689	0	78
MIR5579	0	58
MIR5680	0	84
MIR5011	0	103
MIR5693	0	73
MIR5188	0	113
MIR5696	0	85
MIR4524B	0	115
MIR1295B	0	60
MIR5581	0	60
MIR5100	0	119
MIR5695	0	9926
MIR5692C2	0	21
MIR5582	0	68
MIR5002	0	97
MIR5093	0	100
MIR5091	0	93
MIR5698	0	23
MIR5583-1	0	59
MIR5006	0	110
MIR5705	0	89
MIR5587	0	53
MIR5003	0	27
MIR5700	0	71
MIR5707	0	81
MIR5186	0	120
MIR5092	0	88
MIR5704	0	77
MIR5087	0	76
MIR548AU	0	20
MIR5010	0	120
MIR5690	0	73
MIR4999	0	91
MIR5191	0	120
MIR5194	0	120
MIR5702	0	84
MIR5708	0	85
MIR5189	0	114
MIR5681A	0	75
MIR548AX	2	27669
MIR5089	0	84
MIR5196	0	115
MIR5008	0	94
MIR5090	0	85
MIR5088	0	84
MIR5685	0	79
MIR548AQ	0	20
MIR5193	0	109
MIR5190	0	80
MIR5703	0	56
MIR5692C1	0	23
MIR548AP	8	119462
MIR5699	0	90
MIR5192	0	92
MIR5584	0	60
MIR5187	0	76
MIR5681B	0	60
MIR548AS	0	20
EDIL3	41	442486
NEGR1-IT1	2	42781
ZRANB2-DT	13	156400
LINC00536	31	374562
HHLA1	4	43780
CERS6-AS1	1	14479
FSBP	0	9241
NA	0	1898
LINC00538	0	1905
LRRC3-DT	0	4299
POU6F2-AS1	0	1748
LINC00489	0	3822
CYP3A7-CYP3A51P	1	50518
LINC00558	10	60701
LINC00563	1	1400
ALDH1L1-AS2	0	30104
NAALADL2-AS3	3	35931
DIP2A-IT1	0	6835
RB1-DT	2	7149
PTCHD1-AS	85	1033350
RNU6-34P	0	28
RNU6-16P	0	30
RNU6-64P	0	31
RNU6-66P	9	88812
RNU6-67P	0	281
RNU6-72P	3	82065
RNU6-78P	0	30
ZFX-AS1	1	3430
MTOR-AS1	0	5641
LNX1-AS1	1	23200
OPA1-AS1	1	8734
HLTF-AS1	0	16492
VAV3-AS1	0	30165
SNRK-AS1	0	5044
LNX1-AS2	0	12426
CNTN4-AS2	1	33833
ABCC5-AS1	1	5082
MAGI1-AS1	1	31482
GRM5-AS1	1	19479
KCNQ5-AS1	0	8712
NAV2-AS5	0	4557
SYNPR-AS1	17	126456
EPN2-AS1	0	9666
MAGI2-AS2	0	3290
TPRG1-AS2	0	1909
SGO1-AS1	0	12184
CFAP44-AS1	5	29995
HM13-AS1	0	5557
LINC00499	9	114634
LZTS1-AS1	0	14686
LINC00534	13	166472
FALEC	0	2276
LINC00570	1	9097
NLGN4Y-AS1	2	10392
COX10-DT	4	40167
LINC00297	0	15793
PCDH9-AS2	8	89863
DLEU7-AS1	2	42051
KCNAB1-AS2	0	12324
KCNAB1-AS1	0	5749
PCDH9-AS3	1	8388
SLC6A1-AS1	1	13127
BRWD1-AS1	0	7512
ADIPOQ-AS1	0	4237
HS6ST2-AS1	0	2246
MTUS2-AS1	1	11236
CCDC13-AS1	1	12584
ZNRF3-AS1	1	6478
LINC00332	0	7222
LINC00333	33	466167
LINC00351	17	181060
LINC00353	0	15620
LINC00366	2	11793
LINC00379	6	84086
LINC00381	1	15987
LINC00417	0	2000
LINC00433	0	4681
LINC00443	1	18301
LINC00446	4	40713
LINC00457	14	205232
LINC00424	1	5365
LINC00502	2	16352
FRMD6-AS2	8	145441
LINC00559	7	59471
LINC00571	5	92416
SAMSN1-AS1	0	16102
CLDN10-AS1	6	54467
DIAPH3-AS1	3	31606
DIAPH3-AS2	3	8808
EFCAB6-AS1	1	20352
SHANK2-AS1	0	4397
ARHGEF3-AS1	1	20813
COL4A2-AS1	0	5604
ALDH1L1-AS1	1	4430
OSBPL10-AS1	0	17374
ST3GAL6-AS1	0	18319
NDFIP2-AS1	0	3868
MYCBP2-AS1	0	12263
OBI1-AS1	57	697637
SPATA13-AS1	0	1691
CACNA1C-AS4	0	2945
COL18A1-AS2	0	2680
STARD13-AS	0	3781
PRICKLE2-AS2	0	2889
PRICKLE2-AS3	2	14017
DENND5B-AS1	1	25429
KIRREL3-AS2	0	4345
LINC00853	0	1090
RNASEH2B-AS1	0	28334
CCDC200	0	7626
AOAH-IT1	0	2287
LINC01216	0	14835
NRG1-IT3	0	1980
SYNJ2-IT1	0	1277
EPN2-IT1	0	2996
HOXA10-AS	1	3017
DSCAM-IT1	0	12261
LINC01014	2	38105
RNF216-IT1	0	18030
RPS6KA2-IT1	0	4721
PPP2R2B-IT1	1	5300
ARHGEF38-IT1	0	8645
SMIM2-IT1	2	11753
BANCR	1	10376
UGDH-AS1	4	66869
PCCA-AS1	0	16579
LINC-ROR	0	17547
VWC2L-IT1	3	26708
LINC00348	26	153277
MYO16-AS1	1	3399
LARS2-AS1	0	26851
SLC9A9-AS1	0	4826
LINC00210	0	27905
PTGES3L-AARSD1	2	30003
RNA5SP244	0	111
PTCSC3	1	40942
RNA5SP411	0	114
TRERNA1	0	923
CDH11	5	175237
UST	18	329856
ARPC5	2	9749
ARPC4	0	14611
ARPC3	2	15453
ARPC1B	0	20107
ACTR3	4	71619
ACTR2	3	43562
TSPAN3	1	27211
LINC02256	4	43851
LINC00911	0	26196
LINC01993	0	17144
DNAH17-AS1	0	18147
LIPE-AS1	7	255208
CEP72-DT	0	10042
POTEB	35	1042437
PITX1-AS1	8	311401
NAMA	2	19918
NA	2	33901
LINC01544	0	6520
SRGAP2D	1	22676
FMC1-LUC7L2	3	82326
PYURF	0	2824
ADAM8	0	14488
CDH12	106	1102759
TSPAN2	1	41489
NUBP2	0	6260
TSFM	2	20112
TSPAN1	0	10886
PPIF	0	7870
PGR-AS1	2	69832
OVCH1-AS1	2	98031
CTDSP2	1	27038
ZNF891	0	10505
ARPC2	0	37255
SGK2	2	45483
LINC00601	0	8011
LINC00609	6	94862
TMEM220-AS1	3	85388
BMS1P17	0	10225
RAD50	13	88603
KIF20A	0	8988
PREB	0	3918
FEM1B	1	13500
ENAM	3	18076
IPO11-LRRC70	1	49855
IFNL4	0	2543
CDH13	63	1169817
ACTR1B	0	8160
ARL4C	0	4008
C4orf46P3	0	1527
NA	1	24434
LINC02067	3	21816
RASGRP1	6	76706
DNAL4	0	15649
ZNF263	1	27660
LRPPRC	6	109782
FRY	16	265340
CDH15	0	23738
PDIA6	2	54587
TRAP1	1	59561
OPTN	2	38195
BCAP31	0	24255
SNORD124	0	103
SNORD121B	0	79
CELA3A	1	10887
RBM12	0	16032
YAF2	7	81248
ARFRP1	0	9371
CDH16	1	10863
TOB1	0	5753
LOC101409256	0	1945
EZR-AS1	0	4262
OSGEPL1-AS1	1	2777
OGFR-AS1	0	4961
LINC01587	2	2645
DLGAP1-AS4	4	51591
FANK1-AS1	1	1086
LINC00678	1	17002
UCHL1-DT	3	36654
XXYLT1-AS2	1	4986
STPG2-AS1	11	123239
AKAP9	9	169799
CLEC3A	0	9559
FAM13A	33	385445
LOC101448202	1	53204
G3BP1	4	33440
SUGP2	2	43136
EBI3	0	7985
ADGRG2	7	133331
CDH17	5	90138
MBNL2	23	252285
HNRNPA3P1	0	3006
ABI2	5	103890
CEBPZ	1	29966
PLXNC1	11	158953
PELP1-DT	0	1300
RASA4	8	169052
AASS	4	70747
PDZK1IP1	0	6511
ATP6AP2	1	25673
CDH18	83	1102828
FARP1	9	307208
LPAR6	8	55134
LPCAT3	4	40496
WASF2	3	85945
CHST4	0	12471
SLC25A13	15	201928
CDK2	0	6013
DHRS9	2	31379
RCL1	5	68231
ZNF256	0	6877
SORBS3	0	23758
CNIH1	2	14502
TENM1	40	587911
RBM7	1	8252
CDK3	0	5094
RBM5	2	30057
LHFPL2	9	163611
LHFPL6	18	260328
ALYREF	0	3752
CDK4	0	4721
TXNDC9	4	34078
RNF41	1	19466
TSHZ1	2	79196
ALG3	0	7197
PRMT3	9	121804
MPHOSPH10	1	19789
ADAM10	9	153668
MPHOSPH6	1	22063
NME6	1	7298
CALCRL	8	106332
NUTF2	1	24401
MPZL2	0	11121
TRIM13	1	21461
USPL1	3	41857
EIF1	0	2772
CDK6	15	231707
TOPORS	0	12085
DDX39A	0	10586
OLIG2	0	3288
CTDSPL	9	122292
ANGPTL7	1	6693
KLRG1	1	21120
GDF11	0	9602
TRIB1	0	8082
GPA33	2	37787
ZNF443	0	11407
CD96	12	123672
PLIN3	1	29435
MFSD10	0	4299
STX6	1	49871
COQ7	1	12501
NBR2	1	28089
MSLN	0	8101
LRRC23	0	9510
RASGRP2	0	18546
HNRNPR	2	34578
SLC35B1	1	6839
DCAF7	2	43847
MRPS31	3	41916
CALCOCO2	3	34258
RABEPK	2	33618
TIMM17B	0	4697
POP7	0	1448
GLYAT	3	23218
SPRY2	0	4975
CDKN1A	0	10880
DENND4A	6	131675
IGSF6	1	11383
SF3B4	0	4936
CDK2AP2	0	2239
IRX5	0	3285
RAMP2	0	1849
RAMP1	2	52569
RAMP3	0	26484
ZMPSTE24	2	36135
CDKN1B	0	5004
AKAP8	0	26281
FSTL3	0	7004
STAG1	28	415247
UBE4B	6	148256
EFS	0	9234
PRSS16	0	8898
CDKN1C	0	2548
SIGMAR1	0	3050
DSCR4	9	67142
BET1	2	41609
CWC27	27	249836
SMNDC1	1	11910
BCAS2	0	14085
RGS19	0	6790
LILRB2	0	7359
EIF1B	0	2743
CDKN2A	2	26740
SPEG	2	58655
SF3A1	1	24937
TRAIP	0	27965
DNAJA2	1	18352
MAEA	0	50254
APC2	0	23096
PAK4	1	53627
ADAR	2	45923
CDKN2B	0	6411
KATNB1	0	21503
APBB3	0	6337
CCNO	0	2528
TCIRG1	0	11905
RTN3	2	78442
LANCL1	2	45527
NMUR1	0	7312
B3GALT5	5	106447
LAMC3	2	83943
CRISP3	1	17077
SMYD5	0	12990
RRAGB	2	41098
SIRPB1	2	55661
AKR1A1	1	19269
EMC8	0	20918
TFG	3	39678
PKDREJ	0	7660
CCL26	0	20223
TRDN	31	420755
ABCA7	0	25469
ABCA10	2	96809
ABCA9	8	86364
ABCA8	5	88103
WARS2	7	109457
CDO1	0	11976
NPM3	0	2089
NPM2	2	12764
HMG20B	0	6139
KLF2	0	2689
MICU1	10	258866
CACNG3	2	106864
CACNG2	6	141775
CITED2	0	2396
TUBA1B	0	3738
IRF9	0	6046
CDR1	0	1299
BPNT1	0	32368
TUBB3	0	17247
TUBB4B	0	2449
BTN2A2	0	11777
SYCP2	7	68592
SCML2	6	115412
CDR2	2	28682
CEPT1	3	45476
CORO2B	9	148837
MYL12B	3	16172
NOD1	1	54251
ANAPC10	3	103967
PRG3	0	4382
DLC1	30	431558
ATP8A1	15	248731
NDRG1	1	60134
MYL9	0	8340
RACK1	0	6979
ADARB1	7	151986
CDS1	8	68437
PEMT	0	86141
PIAS3	2	11257
ST3GAL6	6	63610
NDC80	3	45125
CPQ	32	498224
NSA2	0	9922
TESK2	7	147286
CD2BP2	0	4596
UBAC1	1	28412
CDIPT	0	4901
PGRMC2	1	19593
ARIH2	3	66691
TUBGCP3	4	103154
SEC24B	7	106645
CFDP1	5	139780
CD52	0	2604
TMEM147	0	1928
RBM14	0	13345
LYPLA1	3	55640
CDC42EP2	0	7612
EMG1	2	25577
IFI30	0	4349
C1D	1	20828
OLFM1	1	45942
CDX1	0	17778
N4BP2L2	5	106007
LRRN2	1	68295
FAM3C	1	47518
ACAA2	4	30378
PPIE	0	25070
VAV3	17	393764
TOMM40	1	12470
TAB1	1	87179
ECI2	1	19905
HAX1	0	3317
GPNMB	1	28414
BAIAP2	0	82286
MAD2L2	0	17142
CDX4	0	7332
TACC3	0	23689
MERTK	6	130755
CLEC10A	1	5745
PIBF1	16	234362
COG5	23	362771
ZNHIT1	0	6487
FST	0	6041
TIMM44	0	17106
CLGN	5	39209
ZBTB18	0	8540
HMGN4	0	8593
TADA3	1	13048
ATP5PD	0	8120
UBE2E3	7	83039
SLC25A17	2	49754
SLC9A6	8	61846
CEACAM5	0	21908
EIF3M	3	18725
HOXB13	0	3985
NXF1	0	13367
SEC23B	2	53872
SEC23A	5	71315
MIR9-1HG	4	26439
CAP2	9	164288
CAP1	3	32067
CREB3	0	4689
LRRC41	1	24967
VTI1B	0	23736
CRTAP	1	33816
SYNCRIP	3	35542
VAT1	1	7838
STK25	0	14866
ENOX2	23	279852
CARM1	1	51196
NCOA2	18	291754
SEMA6B	1	17172
SEMA4F	2	29627
SEMA4D	5	137183
SEMA4B	3	44741
SEMA3C	16	179822
APPBP2	6	83061
MYBBP1A	0	16491
FBLN5	3	78292
FBXW10	1	35337
CIB1	2	35515
CEBPD	0	1251
ZNF211	1	22354
DEAF1	0	51516
CHERP	1	24564
KAT5	0	7605
IPO8	4	67015
NOP56	0	5862
PITRM1	1	35918
ATG7	17	285130
ZNRD2	0	1297
RNASEH2A	0	7035
P3H3	0	11447
BATF	0	24551
GLRX3	1	48147
CEBPG	0	9018
DCTN2	0	17282
ANP32B	1	32736
LAMTOR5	1	6670
PROCR	1	5392
TM9SF1	0	25433
PRDX4	0	18870
ARL6IP5	0	21150
AGR2	2	12475
ARPC1A	1	62389
HTATIP2	2	20099
AGPAT2	0	14317
RPP30	3	37038
RPP38	1	7078
SLC35A1	4	75614
CEL	0	9886
SLC19A2	2	22060
OLFM4	2	23321
CXCL13	4	100082
ARFGEF2	3	114956
ARFGEF1	7	170166
AKAP3	1	33538
RABAC1	0	2696
SLC34A2	1	22934
SLU7	2	17521
CELP	0	4553
DPYSL4	0	18867
SIVA1	0	6527
MRPL28	0	3186
CCT7	1	18787
CCT4	1	20545
CCT2	0	16150
NPC2	0	13442
GNLY	1	4462
TACC2	8	265369
CENPA	0	15053
IFITM2	0	1304
COLEC10	6	39779
POMT1	0	20905
MAB21L2	0	2769
TXNRD2	3	66320
MTHFS	3	53739
DRAP1	0	2321
CENPB	0	2840
SCGN	3	49580
DNPH1	1	3845
SMC2	5	47160
PRPF8	1	34254
ERN2	1	23196
TRAPPC2B	0	1843
AHSA1	0	11443
CENPC	6	73268
USP16	3	29870
CDC42EP3	4	30654
PAIP1	1	31152
PAICS	0	25620
TBL3	0	6688
MXD4	0	14580
P3H4	0	10651
ST6GALNAC2	1	20685
PDLIM5	16	216371
TRIM3	2	25847
ERLIN1	1	35968
HEXIM1	1	4785
SPAG5	1	21474
CENPE	5	92604
ARID3B	2	56925
POLR3F	2	17254
POLR3G	7	39689
POLR3C	6	18280
IVNS1ABP	2	20940
TRIM16	5	112809
MYL12A	0	8707
TXNIP	0	4167
TAF6L	0	16039
CENPF	3	61383
POSTN	3	46845
ATP5MG	1	8459
GAS2L1	0	5778
RAD51AP1	1	21264
LEFTY1	1	38059
NA	0	1122
EXOC5	6	66424
NPRL2	0	3568
IGF2BP1	7	58734
IGF2BP3	3	160168
IGF2BP2	7	181301
CAMKK2	3	60617
SCGB1D2	0	2557
SCGB1D1	0	3300
PRELID3A	0	24342
MTX2	3	68631
SPINT2	1	28157
PMVK	1	12277
DMRT2	0	7209
CES1	1	30312
LBX1	0	1985
KLF1	0	2781
CXCR6	1	4873
CTCF	4	76779
CD226	4	94040
FARS2	27	510540
CGRRF1	0	28748
RRAGA	0	1650
DCTN6	3	27343
GNA13	2	47514
TNFSF13B	2	38856
CSPG5	2	18003
AVIL	0	18693
B3GNT2	0	28605
CETN1	0	1156
GNB5	4	70443
EBP	0	6941
DLL3	0	9565
PNMA2	0	9288
CETN2	0	3431
FUT9	15	199644
GMEB1	2	46876
CCT6B	2	33651
ADCY1	4	148976
USP39	3	46443
POLD3	2	50531
CERS1	1	18819
TBR1	1	8954
AP4B1	0	10371
NRG3	83	1111866
CFL1	1	4602
UGT2B11	1	14399
POLQ	4	114581
NFAT5	12	138701
NUDC	0	25150
PTGES3	1	24954
CFL2	1	4442
YME1L1	1	44310
PLK4	3	18362
STAG3	5	36473
STAG2	11	142031
SIX2	0	4219
RFPL3S	1	11171
RFPL3	0	6277
RFPL1S	1	5115
RBBP9	0	10700
RAI2	2	61289
RAI1	4	129979
PTTG2	0	576
PHTF1	5	62275
MASP2	0	20717
KLRA1P	2	11358
KIF1C	1	30452
CTSC	1	44182
GRAP	0	26347
CHL1	24	212819
CAPN9	1	54620
GIPC1	0	18391
TRAF3IP2	3	50897
PLAC1	8	92641
NUP50	1	24165
KDM5B	6	81018
TOB2	0	13536
HBS1L	9	94520
AHCYL1	1	38978
PLK2	0	6157
ZMYND11	10	120173
ZBTB6	0	5273
POP4	0	10993
ARPP21	10	155323
ZNF271P	2	20495
ZNF234	0	18753
SLC17A3	2	29144
NCKAP1	10	114008
IQGAP2	23	304809
VAMP5	0	8981
RPP40	1	8992
ADCY2	20	433852
CFTR	12	188702
CYSLTR1	4	54958
SEPTIN9	1	219187
CCR9	0	16672
GJB6	0	10434
SDCCAG8	25	244087
ENTR1	0	8681
HSPH1	2	25740
CGA	1	9650
WASF3	6	131243
NOXA1	1	11012
UTP14A	1	23642
CPLX2	2	87414
SPINT3	0	3164
FRS2	5	109434
CGB3	0	1507
OR7E12P	0	1209
NEU3	2	19420
FAXDC2	3	32162
ZNF275	0	18772
CEACAM3	1	15070
ALDH1L1	3	77626
FTCD	0	19306
PPP1R17	4	21439
TUBGCP2	1	33708
PDE10A	17	334813
SRCAP	1	46604
POLR1G	1	4558
CCL27	0	797
HPSE	2	42693
RUVBL2	1	22027
PGRMC1	0	8219
CYP46A1	3	42884
LILRB1	3	20376
SLC26A1	0	14362
SLC22A7	1	7279
ARID5A	1	15908
TSPAN9	8	209210
USP20	2	46422
USP19	1	12893
CEACAM7	0	14862
HCST	0	1792
CD300C	0	5106
ME3	9	231529
FGL2	0	6463
EDDM3A	0	2441
CFHR4	13	228662
CFHR3	1	19274
SMR3B	3	29469
CEACAM8	0	14688
ACTL7B	0	1407
ACTL7A	0	1433
C1QL1	1	8584
MRPS30	1	6592
WDR3	0	30678
NPFFR2	11	116398
PROKR1	3	68805
GPR83	0	24109
CEACAM4	0	8099
RAB10	9	103595
PPARGC1A	44	680751
MALT1	4	78753
MMP24	2	50266
LYVE1	2	10953
PPBPP2	0	1362
NA	0	884
YIF1A	0	4588
CPSF4	0	18434
JTB	0	3707
ADCY3	2	100017
RUNDC3A	0	10112
DHRS4	3	52653
BRD8	3	38900
MTMR11	0	8249
BLCAP	1	10515
MAN1A2	5	158236
TRAFD1	0	28060
TXNL4A	1	61049
PNPLA6	1	27616
SUGT1	2	35603
UTS2	3	70152
GADD45G	0	1543
PAPOLA	2	64741
COPS8	0	13406
RNPS1	1	15314
FASTK	0	4263
SUB1	0	18581
SMPDL3A	0	20894
DBF4	3	33313
SPIN1	2	90783
RALBP1	3	63100
APOBEC2	1	11691
MORF4L1	4	24959
PRDX3	1	11131
GPR75	0	7121
EHD1	0	26942
AFG3L2	1	48333
POP1	4	42549
UGT2A1	2	64833
PRSS21	0	4560
C11orf58	1	19754
KDELR1	0	8984
HNRNPA0	0	2967
CBX1	3	31470
SEC61B	1	8332
TOMM34	0	18344
PDIA5	2	95098
SERINC3	2	25863
OS9	0	27603
PNRC1	0	4451
TMED2	1	13613
LMAN2	0	20323
ERP29	2	9873
MLLT11	0	8823
STIP1	0	18434
IFI44L	2	25743
RAB40B	0	41656
EBNA1BP2	5	106763
CKAP4	0	10055
