seqnames	start	end	width	strand	gene_id	gene_symbol
chr19	57323848	57325161	1314	+	100169890	PEG3-AS1
chr2	63344986	63346677	1692	-	100169989	DBIL5P2
chr15	52401822	52404972	3151	-	10017	BCL2L10
chr19	50637002	50642494	5493	-	100170217	SNAR-B2
chr19	48416308	48459058	42751	+	100170218	SNAR-C2
chr19	48442798	48442917	120	+	100170219	SNAR-C4
chr19	47333842	47333961	120	-	100170220	SNAR-E
chr2	78182033	78182152	120	-	100170221	SNAR-H
chr3	190595719	190595839	121	+	100170222	SNAR-I
chr19	48453553	48453671	119	+	100170226	SNAR-C3
chr19	50643459	50643577	119	-	100170227	SNAR-D
chr19	49534926	49535044	119	-	100170228	SNAR-G2
chr19	44116253	44118650	2398	+	100170229	SRRM5
chr19	41949063	41950670	1608	+	100170765	ERICH4
chr17	36827959	36831187	3229	-	100170841	EPOP
chr2	111878491	111926022	47532	+	10018	BCL2L11
chr3	183959193	183959277	85	+	100187716	MIR1224
chr16	2140196	2140285	90	-	100188847	MIR1225
chr6	41754178	41757634	3457	+	100188893	TOMM6
chr10	93066719	93371217	304499	-	100188947	HECTD2-AS1
chr13	30914407	30948036	33630	-	100188949	LINC00426
chr9	98782014	98784037	2024	-	100188953	LINC00092
chr10	101686966	101718755	31790	+	100188954	DNMBP-AS1
chr2	74612845	74621008	8164	+	100189589	DCTN1-AS1
chr12	111843752	111889427	45676	+	10019	SH2B3
chr17	40905947	40913275	7329	-	100190938	RAMP2-AS1
chr13	45915480	45965618	50139	+	100190939	TPT1-AS1
chr12	130518357	130526887	8531	-	100190940	LINC02418
chr5	157098561	157107162	8602	+	100190949	C5orf52
chr16	21443345	21445776	2432	-	100190986	LOC100190986
chr1	151810339	151813033	2695	-	100191040	C2CD4D
chr10	15196721	15197346	626	-	100192204	PPIAP30
chr8	77523114	77595510	72397	-	100192378	ZFHX4-AS1
chr4	122685740	122687963	2224	+	100192379	PP12613
chr20	61885330	61892967	7638	+	100192386	FLJ16779
chr22	18512151	18520734	8584	+	100192420	LINC01634
chr18	8360818	8367032	6215	-	100192426	LOC100192426
chr20	59827482	60515673	688192	+	1002	CDH4
chr9	36214439	36277053	62615	-	10020	GNE
chr15	73612200	73661605	49406	-	10021	HCN4
chr10	4621443	4720262	98820	-	100216001	MANCR
chr2	131174326	131186119	11794	-	100216479	FAR2P2
chr7	104650989	104654588	3600	-	100216545	KMT2E-AS1
chr7	104622194	104631612	9419	-	100216546	LINC01004
chr1	67263424	67266942	3519	-	10022	INSL5
chr10	99079022	99081672	2651	+	10023	FRAT1
chrUn_gl000218	38786	97454	58669	-	100233156	LOC100233156
chr12	47602203	47610226	8024	-	100233209	PCED1B-AS1
chr12	49716971	49725514	8544	+	10024	TROAP
chr12	54495993	54496483	491	+	100240734	LOC100240734
chr12	54472623	54475607	2985	-	100240735	LOC100240735
chr19	867962	893218	25257	-	10025	MED16
chr1	77554667	77685132	130466	-	10026	PIGK
chr5	172381786	172386371	4586	-	100268168	RPL26L1-AS1
chr20	22034728	22055292	20565	+	100270679	LINC01432
chr6	26987145	26988085	941	-	100270746	LOC100270746
chr20	18774693	18776709	2017	+	100270804	LCDR
chr12	2038368	2045742	7375	-	100271702	LINC00940
chr2	39146504	39202590	56087	+	100271715	ARHGEF33
chr22	46435787	46440748	4962	-	100271722	LINC00899
chr2	33152194	33171202	19009	+	100271832	NA
chr16	21415198	21531765	116568	-	100271836	SMG1P3
chr19	53547991	53554380	6390	+	100271846	ERVV-2
chr19	19256376	19281098	24723	-	100271849	MEF2B
chr6	160424323	160428696	4374	-	100271873	AIRN
chr7	102123586	102234484	110899	-	100271927	RASA4B
chrX	154289900	154299547	9648	-	100272147	CMC4
chr5	68926980	68929028	2049	-	100272216	NA
chr9	133452737	133454881	2145	-	100272217	LOC100272217
chrX	149106766	149392815	286050	+	100272228	EOLA2-DT
chr1	143647639	143744587	96949	-	100286793	NA
chr12	50222326	50234937	12612	+	100286844	BCDIN3D-AS1
chr2	234662962	234663991	1030	-	100286922	LOC100286922
chr9	79791672	79792833	1162	-	100286938	VPS13A-AS1
chr2	87088948	87122165	33218	+	100286979	ANAPC1P1
chr2	104995308	105024790	29483	-	100287010	LOC100287010
chr8	6261077	6264069	2993	-	100287015	MCPH1-DT
chr16	61555	64090	2536	+	100287029	DDX11L10
chr16	89387541	89391518	3978	+	100287036	LOC100287036
chr17	73267380	73269976	2597	+	100287042	MIF4GD-DT
chr17	20615759	20641178	25420	+	100287072	LOC100287072
chr1	11874	14409	2536	+	100287102	DDX11L1
chr13	19919189	19920889	1701	+	100287114	LINC00421
chr4	9212383	9213975	1593	+	100287144	USP17L10
chr9	14511	29739	15229	-	100287171	WASHC1
chr19	46144905	46146092	1188	+	100287177	EML2-AS1
chr4	9217131	9261442	44312	+	100287178	USP17L11
chr4	9221878	9266190	44313	+	100287205	USP17L12
chr2	109743784	109746575	2792	-	100287216	SH3RF3-AS1
chr18	48918412	49088839	170428	+	100287225	LINC01630
chr19	22469252	22499978	30727	+	100287226	ZNF729
chr3	156390960	156393502	2543	-	100287227	TIPARP-AS1
chr4	9226622	9228214	1593	+	100287238	USP17L13
chr12	27915599	27924209	8611	-	100287284	MANSC4
chr12	30948615	30955645	7031	+	100287314	LINC00941
chr4	9245605	9247197	1593	+	100287327	USP17L17
chr3	46761073	46777921	16849	-	100287362	PRSS46P
chr4	9255104	9256696	1593	+	100287404	USP17L19
chrX	152240727	152243402	2676	+	100287428	NA
chr4	9269345	9270937	1593	+	100287441	USP17L20
chrX	152243996	152246070	2075	-	100287466	NA
chr7	129142320	129152773	10454	+	100287482	SMKR1
chr15	73075176	73090540	15365	+	100287559	ADPGK-AS1
chr12	116971227	116974318	3092	+	100287569	LINC00173
chr9	11987	14525	2539	+	100287596	DDX11L5
chr15	74209809	74220589	10781	-	100287616	LOXL1-AS1
chr6	119103871	119104581	711	+	100287632	SELENOKP3
chr3	95373267	95402037	28771	-	100287639	MTHFD2P1
chr6	46714654	46726954	12301	+	100287718	ANKRD66
chr1	114399257	114443859	44603	+	100287722	AP4B1-AS1
chrX	102024095	102140338	116244	+	100287765	LINC00630
chr20	36305312	36311636	6325	+	100287792	LOC100287792
chr1	231727038	231747836	20799	-	100287814	LINC00582
chr8	48100930	48104439	3510	+	100287846	LOC100287846
chr3	64064037	64073039	9003	-	100287879	LINC00994
chr1	2572807	2706230	133424	-	100287898	TTC34
chr1	236686369	236687808	1440	-	100287902	LGALS8-AS1
chr10	51592081	51623386	31306	-	100287932	TIMM23
chr12	106890188	107168609	278422	-	100287944	LOC100287944
chr1	181205524	181207740	2217	+	100287948	LINC01699
chr1	700245	714068	13824	-	100288069	LOC100288069
chr11	102654407	102707497	53091	+	100288077	WTAPP1
chr1	185292979	185304171	11193	-	100288079	GS1-279B7.1
chr18	13419498	13427533	8036	-	100288122	LDLRAD4-AS1
chr19	1822088	1824542	2455	+	100288123	LOC100288123
chr1	144146811	146467744	2320934	+	100288142	NBPF20
chr8	143783670	143808391	24722	-	100288181	LNCOC1
chr6	79943391	79946517	3127	+	100288198	HMGN3-AS1
chr21	31962424	31962716	293	-	100288287	KRTAP22-2
chr21	32090843	32091095	253	-	100288323	KRTAP21-3
chr16	15457481	15472151	14671	-	100288332	NPIPA5
chr11	113140254	113144623	4370	-	100288346	NCAM1-AS1
chr4	53609684	53617807	8124	-	100288413	ERVMER34-1
chr3	8235936	8543344	307409	-	100288428	LMCD1-AS1
chr21	34637937	34638565	629	-	100288432	IL10RB-DT
chr10	37890366	37891859	1494	-	100288485	MTRNR2L7
chr15	102516761	102519296	2536	-	100288486	DDX11L9
chr4	9236111	9238060	1950	+	100288520	USP17L15
chr7	330136	331454	1319	+	100288524	FOXL3-OT1
chr8	86566828	86757761	190934	-	100288527	REXO1L2P
chr15	32812049	32825942	13894	-	100288615	WHAMMP1
chr15	30938317	31065209	126893	+	100288637	LOC100288637
chrUn_gl000228	112605	124171	11567	+	100288687	DUX4
chr13	28710980	28713311	2332	-	100288730	PAN3-AS1
chr8	95649513	95651695	2183	-	100288748	LINC02894
chr12	73880	91263	17384	+	100288778	WASH8P
chr20	2795633	2797804	2172	+	100288797	TMEM239
chrX	9935398	9936042	645	+	100288814	CLDN34
chr3	9258579	9261192	2614	+	100288831	SRGAP3-AS3
chr9	123555775	123561009	5235	+	100288842	B3GALT9
chr14	39734907	39736265	1359	-	100288846	MIA2-AS1
chr2	36581892	36582713	822	-	100288911	CRIM1-DT
chrUn_gl000213	108007	139339	31333	-	100288966	LOC100288966
chr10	81664654	81691574	26921	+	100288974	BMS1P21
chr7	141940556	141946886	6331	-	100289017	MOXD2P
chr9	130873450	130881013	7564	-	100289019	SLC25A25-AS1
chr16	28890278	28891242	965	-	100289092	ATP2A1-AS1
chr9	38540566	38577261	36696	-	100289137	FAM95C
chrY	9207466	9322271	114806	-	100289150	FAM197Y5
chr1	68297971	68668670	370700	+	100289178	GNG12-AS1
chr7	99195902	99208456	12555	+	100289187	TMEM225B
chr1	146853914	146989699	135786	-	100289211	LINC00624
chr5	98264838	98266713	1876	+	100289230	LOC100289230
chr17	10698230	10707416	9187	-	100289255	TMEM238L
chr9	139979398	139981269	1872	-	100289341	MAN1B1-DT
chr3	142719687	142720309	623	-	100289361	LOC100289361
chr13	99848628	99853011	4384	-	100289373	UBAC2-AS1
chr11	77850839	77885023	34185	+	100289388	KCTD21-AS1
chr13	113621798	113622952	1155	-	100289410	MCF2L-AS1
chr8	7272385	7274354	1970	-	100289462	DEFB4B
chr20	1754011	1760392	6382	-	100289473	LOC100289473
chr6	166756119	166764957	8839	+	100289495	LOC100289495
chr10	103578825	103588646	9822	+	100289509	KCNIP2-AS1
chr14	70233000	70234430	1431	-	100289511	LOC100289511
chr7	102004308	102036769	32462	+	100289561	LOC100289561
chr12	133498019	133532892	34874	-	100289635	ZNF605
chr19	43326015	43331030	5016	+	100289650	PSG8-AS1
chr15	29033389	29034538	1150	+	100289656	LOC100289656
chr5	109218883	109221200	2318	+	100289673	LINC01848
chr7	148959262	148982085	22824	+	100289678	ZNF783
chr12	1609657	1613590	3934	+	100292680	LINC00942
chr19	58331099	58357606	26508	+	100293516	ZNF587B
chr17	78325631	78388968	63338	-	100294362	RNF213-AS1
chr6	137303296	137314368	11073	-	100294720	NHEG1
chr16	66400525	66438689	38165	+	1003	CDH5
chr3	71591121	71591240	120	-	100302112	MIR1284
chr7	36958962	36959037	76	-	100302113	MIR1200
chrX	63005882	63005967	86	-	100302115	MIR1468
chr10	14478575	14478660	86	+	100302116	MIR1265
chr1	117214371	117214449	79	+	100302117	MIR320B1
chr22	20236657	20236734	78	-	100302118	MIR1286
chr16	69599711	69599771	61	-	100302119	MIR1538
chr15	86313727	86313809	83	-	100302121	MIR1276
chr6	33967749	33967828	80	-	100302123	MIR1275
chr17	16185328	16185402	75	+	100302124	MIR1288
chr2	232756952	232757008	57	-	100302126	MIR1471
chr19	15560359	15560419	61	+	100302127	MIR1470
chr10	21785491	21785570	80	-	100302129	MIR1915
chr18	27878876	27878926	51	+	100302131	MIR302F
chr1	231155574	231155670	97	-	100302132	MIR1182
chr10	100154975	100155064	90	-	100302133	MIR1287
chr5	132763288	132763398	111	-	100302134	MIR1289-2
chr18	19263471	19263558	88	+	100302135	MIR320C1
chr12	79813037	79813101	65	+	100302136	MIR1252
chr20	62572818	62572897	80	-	100302137	MIR1914
chr20	2633423	2633488	66	+	100302138	MIR1292
chr1	236016300	236016360	61	-	100302139	MIR1537
chr6	166922842	166922921	80	-	100302141	MIR1913
chr2	177465708	177465780	73	-	100302142	MIR1246
chrX	113886019	113886098	80	+	100302144	MIR1912
chr14	102026624	102026759	136	-	100302145	MIR1247
chr22	45596835	45596900	66	-	100302149	MIR1249
chr10	65132717	65132808	92	-	100302150	MIR1296
chr2	179246805	179541009	294205	+	100302152	MIR548N
chrX	113949650	113949761	112	+	100302153	MIR1298
chr10	74119698	74336541	216844	-	100302155	MIR1256
chr5	179225278	179225346	69	-	100302156	MIR1229
chr14	101509314	101509398	85	+	100302157	MIR1185-1
chr1	201777739	201777830	92	+	100302158	MIR1231
chr8	128972879	128972941	63	+	100302161	MIR1205
chr1	193105633	193105713	81	+	100302163	MIR1278
chr6	98472407	98472495	89	+	100302164	MIR2113
chr8	10682883	10682953	71	-	100302166	MIR1322
chr20	60528602	60528718	117	-	100302168	MIR1257
chrX	140008337	140008384	48	-	100302169	MIR320D2
chr8	129021144	129021202	59	+	100302170	MIR1206
chr2	180725563	180725635	73	-	100302172	MIR1258
chr10	105154010	105154158	149	-	100302174	MIR1307
chr8	129061398	129061484	87	+	100302175	MIR1207
chr1	171070869	171070947	79	-	100302178	MIR1295A
chr19	20510081	20579322	69242	-	100302179	MIR1270
chr12	69666937	69666998	62	-	100302182	MIR1279
chr15	65054586	65054714	129	-	100302184	MIR1272
chr8	128808208	128808274	67	+	100302185	MIR1204
chr8	7946463	7946611	149	-	100302186	MIR548I3
chr13	54886107	54886183	77	-	100302187	MIR1297
chr4	114028019	114028111	93	+	100302188	MIR1243
chr1	26881033	26881084	52	+	100302190	MIR1976
chr7	146991342	147254962	263621	-	100302191	MIR548I4
chr1	186029867	186446655	416789	-	100302192	MIR548F1
chr18	21901650	21901699	50	+	100302195	MIR320C2
chr8	145625476	145625559	84	-	100302196	MIR1234
chr22	20073581	20073665	85	+	100302197	MIR1306
chr12	57588287	57588359	73	+	100302201	MIR1228
chr15	52569314	52569397	84	-	100302202	MIR1266
chr3	125509247	125509395	149	-	100302204	MIR548I1
chr19	54261486	54261572	87	+	100302205	MIR1283-2
chr17	2651372	2651476	105	-	100302208	MIR1253
chr14	101510535	101510619	85	+	100302209	MIR1185-2
chr19	1816158	1816237	80	-	100302210	MIR1909
chr17	46233789	46233873	85	-	100302211	MIR1203
chr3	75679914	75680009	96	+	100302212	MIR1324
chr19	10514134	10514214	81	-	100302213	MIR1181
chrX	117520357	117520434	78	+	100302214	MIR1277
chr12	100583662	100583727	66	+	100302217	MIR1827
chr2	189842818	189842886	69	+	100302219	MIR1245A
chr12	50627925	50627995	71	-	100302220	MIR1293
chrX	113997744	113997823	80	+	100302222	MIR1911
chr10	115933864	115933938	75	-	100302224	MIR2110
chr8	113655722	113655812	91	+	100302225	MIR2053
chr19	10662798	10662880	83	+	100302226	MIR1238
chr17	79106996	79107108	113	-	100302229	MIR1250
chr3	47891045	47891119	75	+	100302232	MIR1226
chr15	89151338	89151428	91	+	100302235	MIR1179
chr14	77732561	77732633	73	+	100302236	MIR1260A
chr22	41488517	41488570	54	+	100302237	MIR1281
chr5	167987909	167987970	62	+	100302238	MIR103B1
chr13	36047926	36515382	467457	-	100302239	MIR548F5
chr11	93466840	93466930	91	-	100302240	MIR1304
chr16	70064249	70064325	77	+	100302243	MIR1972-1
chr2	25551509	25551590	82	-	100302246	MIR1301
chr14	101491901	101491988	88	+	100302250	MIR1197
chrX	113887130	113887198	69	+	100302251	MIR1264
chr15	44085857	44085957	101	-	100302254	MIR1282
chr19	54175222	54175294	73	+	100302255	MIR1323
chr17	19247819	19247887	69	-	100302256	MIR1180
chr18	47013743	47013792	50	+	100302257	MIR1539
chr15	96876490	96876536	47	+	100302258	MIR1469
chr8	75617928	75617982	55	+	100302260	MIR2052
chr16	85775227	85775306	80	-	100302261	MIR1910
chr11	61582633	61582712	80	-	100302263	MIR1908
chr19	54191735	54191821	87	+	100302265	MIR1283-1
chr4	126428414	126428462	49	+	100302267	MIR2054
chr4	183090446	183090531	86	+	100302270	MIR1305
chr12	120151439	120151529	91	-	100302274	MIR1178
chr4	9557789	9557937	149	-	100302277	MIR548I2
chr1	68649201	68649293	93	-	100302279	MIR1262
chr11	64136074	64136175	102	+	100302280	MIR1237
chr8	129162362	129162434	73	+	100302281	MIR1208
chr20	3898149	3898210	62	-	100302282	MIR103B2
chr19	2234061	2234148	88	-	100302283	MIR1227
chr12	97885687	97885756	70	+	100302289	MIR1251
chr4	117220881	117220924	44	+	100302290	MIR1973
chr1	178060643	178063128	2486	-	100302401	RASAL2-AS1
chr3	106555658	106959485	403828	-	100302640	LINC00882
chr2	28112323	28113981	1659	-	100302650	BABAM2-AS1
chr1	234765057	234770526	5470	+	100302691	LINC00184
chrX	73247971	73513409	265439	-	100302692	FTX
chr5	114914339	114961876	47538	-	100302736	TMED7-TICAM2
chr20	5100232	5100615	384	+	100302739	PCNA-AS1
chr10	90751181	90752732	1552	-	100302740	FAS-AS1
chr2	10586840	10586975	136	-	100302743	SNORA80B
chr5	76008228	76008713	486	+	100302746	NCRUPAR
chr1	231664399	232177019	512621	+	100303453	TSNAX-DISC1
chr2	145277181	145278465	1285	+	100303491	ZEB2-AS1
chrX	118599996	118603083	3088	-	100303728	SLC25A5-AS1
chr5	65240633	65241401	769	-	100303749	LOC100303749
chr20	18118499	18123812	5314	+	100303755	PET117
chr17	1420213	1421390	1178	+	100306951	PITPNA-AS1
chr15	49448495	49450822	2328	+	100306975	NDUFAF4P1
chr14	57278724	57397550	118827	+	100309464	OTX2-AS1
chr7	102191679	102301847	110169	+	100310812	SPDYE2B
chr7	6071007	6076183	5177	+	100310846	ANKRD61
chr1	224444706	224444843	138	-	100313769	MIR320B2
chr11	70130061	70130176	116	+	100313770	MIR548K
chr2	213290987	213291084	98	-	100313771	MIR548F2
chr7	79400572	79400606	35	+	100313772	MIR548M
chr3	151347320	151542394	195075	+	100313773	MIR548H2
chr11	43581206	43581303	98	+	100313777	MIR670
chr13	53384185	53384275	91	+	100313778	MIR759
chr17	41522174	41522253	80	+	100313779	MIR2117
chr9	97572244	97572339	96	+	100313780	MIR2278
chrX	153285371	153285440	70	-	100313781	MIR718
chr2	133014539	133014653	115	-	100313824	MIR663B
chr16	30905224	30905306	83	+	100313837	MIR762
chrX	113873918	113874002	85	+	100313838	MIR764
chrX	149396239	149396318	80	+	100313839	MIR2114
chr9	109653505	109848716	195212	-	100313841	MIR548Q
chr13	24736555	24736643	89	+	100313842	MIR2276
chr3	48616335	48616410	76	-	100313843	MIR711
chr15	69116303	69489862	373560	+	100313884	MIR548H4
chr15	59463382	59463461	80	-	100313886	MIR2116
chr5	92956402	92956494	93	-	100313887	MIR2277
chr1	52302016	52302074	59	-	100313892	MIR761
chr7	147075109	147075213	105	-	100313895	MIR548F4
chr13	41301964	41302011	48	-	100313896	MIR320D1
chr22	26951178	26951289	112	-	100313914	MIR548J
chr5	54468090	54468181	92	-	100313923	MIR449C
chr3	99273153	99717059	443907	-	100313938	MIR548G
chr7	27240040	27246130	6091	+	100316868	HOTTIP
chr7	100169853	100171270	1418	-	100316904	SAP25
chr2	206980297	206981296	1000	-	100329109	GCSHP3
chrX	111119279	111147213	27935	+	100329135	TRPC5OS
chr12	49782957	49786116	3160	+	100335030	LOC100335030
chr2	165544153	165544287	135	-	100337591	SNORA70F
chr4	70999321	71012421	13101	+	100337616	CSN1S2BP
chrX	2531032	2533388	2357	-	100359394	LINC00102
chr19	4402660	4443394	40735	+	10036	CHAF1A
chr12	69021014	69021155	142	-	100379132	SNORA70G
chr16	71732470	71732604	135	-	100379141	SNORA70D
chr20	14864899	14910161	45263	-	100379174	MACROD2-AS1
chr4	1108985	1116952	7968	-	100379220	TMED11P
chr19	44609492	44617336	7845	-	100379224	ZNF225-AS1
chr2	242483801	242498558	14758	-	100379249	BOK-AS1
chr11	82752506	82752640	135	-	100379250	SNORA70E
chr1	11900376	11907674	7299	+	100379251	NPPA-AS1
chr9	127420715	127460907	40193	+	100379345	MIR181A2HG
chr11	117162062	117162857	796	+	100379571	BACE1-AS
chr21	30968360	31003067	34708	+	100379661	GRIK1-AS2
chr14	20811773	20826063	14291	+	10038	PARP2
chr1	203766651	203769590	2940	+	100381270	ZBED6
chr3	51976361	51982883	6523	+	10039	PARP3
chr5	31193762	31329253	135492	+	1004	CDH6
chr17	52978052	53039328	61277	+	10040	TOM1L1
chr10	38082866	38084103	1238	-	100419868	ZNF33BP1
chr22	35653445	35691800	38356	+	10042	HMGXB4
chr6	107165327	107235300	69974	-	100422737	LINC02532
chr11	81601783	81601878	96	-	100422823	MIR4300
chr2	178120673	178120738	66	-	100422824	MIR3128
chr11	46473357	46473437	81	+	100422825	MIR3160-2
chr4	7461755	7461845	91	+	100422826	MIR4274
chr11	46473355	46473439	85	-	100422827	MIR3160-1
chr8	27743556	27743633	78	-	100422828	MIR4287
chr18	42550047	42550131	85	-	100422829	MIR4319
chr19	47730201	47730276	76	-	100422832	MIR3191
chr19	18392887	18392971	85	+	100422833	MIR3188
chr17	925716	925799	84	-	100422835	MIR3183
chr14	101496389	101496466	78	+	100422837	MIR1193
chr1	170120519	170120603	85	-	100422839	MIR3119-1
chr18	6374360	6374424	65	-	100422840	MIR4317
chr9	97848296	97848376	81	-	100422842	MIR3074
chr15	34674270	34820572	146303	-	100422845	MIR1233-2
chrX	146331669	146331748	80	-	100422847	MIR514B
chr17	75393066	75393136	71	-	100422851	MIR4316
chr16	83541951	83542013	63	+	100422853	MIR3182
chr19	813584	813653	70	+	100422854	MIR3187
chr11	113320745	113320810	66	-	100422855	MIR4301
chr1	241295572	241295646	75	+	100422856	MIR3123
chr18	35237098	35237178	81	+	100422857	MIR4318
chr7	101936369	101936453	85	+	100422858	MIR4285
chr3	69098109	69098186	78	-	100422859	MIR3136
chr9	139725409	139725475	67	+	100422860	MIR4292
chr13	100295313	100295403	91	+	100422861	MIR4306
chr2	109757946	109758044	99	-	100422863	MIR4265
chr18	47652869	47652933	65	-	100422865	MIR4320
chr1	23370798	23370865	68	+	100422866	MIR3115
chr10	132760851	132760931	81	-	100422867	MIR378C
chr3	15537746	15537815	70	-	100422868	MIR4270
chr9	18573304	18573377	74	+	100422869	MIR3152
chr1	67094123	67094200	78	+	100422871	MIR3117
chr10	131641563	131641638	76	-	100422873	MIR4297
chr5	31936208	31936265	58	-	100422874	MIR4279
chr20	18451259	18451335	77	+	100422875	MIR3192
chr8	29814788	29814864	77	-	100422876	MIR3148
chrX	153246549	153246627	79	-	100422877	MIR3202-2
chr1	249120576	249120642	67	+	100422879	MIR3124
chr11	59362550	59362631	82	-	100422880	MIR3162
chr13	98860778	98860854	77	+	100422881	MIR3170
chr1	172107948	172108028	81	+	100422882	MIR3120
chr20	55896558	55896647	90	-	100422883	MIR4325
chr16	16394016	16394099	84	+	100422886	MIR3179-2
